date,state,fips,cases,deaths,case_day,death_day
4/19/2020,Hawaii,15,574,10,6,1
4/20/2020,Hawaii,15,578,10,4,0
4/21/2020,Hawaii,15,580,12,2,2
4/22/2020,Hawaii,15,586,12,6,0
4/23/2020,Hawaii,15,590,12,4,0
4/24/2020,Hawaii,15,595,13,5,1
4/25/2020,Hawaii,15,597,14,2,1
4/26/2020,Hawaii,15,599,14,2,0
4/27/2020,Hawaii,15,600,16,1,2
4/28/2020,Hawaii,15,602,16,2,0
4/29/2020,Hawaii,15,605,16,3,0
4/30/2020,Hawaii,15,609,16,4,0
5/1/2020,Hawaii,15,610,16,1,0
5/2/2020,Hawaii,15,611,16,1,0
5/3/2020,Hawaii,15,611,17,0,1
5/4/2020,Hawaii,15,612,17,1,0
5/5/2020,Hawaii,15,615,17,3,0
5/6/2020,Hawaii,15,616,17,1,0
5/7/2020,Hawaii,15,619,17,3,0
5/8/2020,Hawaii,15,619,17,0,0
5/9/2020,Hawaii,15,620,17,1,0
5/10/2020,Hawaii,15,621,17,1,0
5/11/2020,Hawaii,15,623,17,2,0
5/12/2020,Hawaii,15,624,17,1,0
5/13/2020,Hawaii,15,627,17,3,0
5/14/2020,Hawaii,15,627,17,0,0
5/15/2020,Hawaii,15,628,17,1,0
5/16/2020,Hawaii,15,629,17,1,0
5/17/2020,Hawaii,15,630,17,1,0
5/18/2020,Hawaii,15,630,17,0,0
5/19/2020,Hawaii,15,631,17,1,0
5/20/2020,Hawaii,15,633,17,2,0
5/21/2020,Hawaii,15,637,17,4,0
5/22/2020,Hawaii,15,632,17,-5,0
5/23/2020,Hawaii,15,633,17,1,0
5/24/2020,Hawaii,15,633,17,0,0
5/25/2020,Hawaii,15,633,17,0,0
5/26/2020,Hawaii,15,633,17,0,0
5/27/2020,Hawaii,15,634,17,1,0
5/28/2020,Hawaii,15,637,17,3,0
5/29/2020,Hawaii,15,639,17,2,0
5/30/2020,Hawaii,15,641,17,2,0
5/31/2020,Hawaii,15,642,17,1,0
6/1/2020,Hawaii,15,642,17,0,0
6/2/2020,Hawaii,15,643,17,1,0
6/3/2020,Hawaii,15,643,17,0,0
6/4/2020,Hawaii,15,644,17,1,0
6/5/2020,Hawaii,15,653,17,9,0
6/6/2020,Hawaii,15,661,17,8,0
6/7/2020,Hawaii,15,663,17,2,0
6/8/2020,Hawaii,15,664,17,1,0
6/9/2020,Hawaii,15,670,17,6,0
3/13/2020,Idaho,16,1,0,1,0
3/14/2020,Idaho,16,5,0,4,0
3/15/2020,Idaho,16,5,0,0,0
3/16/2020,Idaho,16,5,0,0,0
3/17/2020,Idaho,16,9,0,4,0
3/18/2020,Idaho,16,11,0,2,0
3/19/2020,Idaho,16,23,0,12,0
3/20/2020,Idaho,16,31,0,8,0
3/21/2020,Idaho,16,42,0,11,0
3/22/2020,Idaho,16,47,0,5,0
3/23/2020,Idaho,16,50,0,3,0
3/24/2020,Idaho,16,73,0,23,0
3/25/2020,Idaho,16,123,0,50,0
3/26/2020,Idaho,16,189,3,66,3
3/27/2020,Idaho,16,231,4,42,1
3/28/2020,Idaho,16,261,5,30,1
3/29/2020,Idaho,16,310,6,49,1
3/30/2020,Idaho,16,415,7,105,1
3/31/2020,Idaho,16,526,9,111,2
4/1/2020,Idaho,16,669,9,143,0
4/2/2020,Idaho,16,890,9,221,0
4/3/2020,Idaho,16,1012,10,122,1
4/4/2020,Idaho,16,1076,10,64,0
4/5/2020,Idaho,16,1100,10,24,0
4/6/2020,Idaho,16,1170,13,70,3
4/7/2020,Idaho,16,1210,15,40,2
4/8/2020,Idaho,16,1232,19,22,4
4/9/2020,Idaho,16,1366,24,134,5
4/10/2020,Idaho,16,1425,25,59,1
4/11/2020,Idaho,16,1438,27,13,2
4/12/2020,Idaho,16,1457,27,19,0
4/13/2020,Idaho,16,1499,33,42,6
4/14/2020,Idaho,16,1538,39,39,6
4/15/2020,Idaho,16,1587,41,49,2
4/16/2020,Idaho,16,1609,41,22,0
4/17/2020,Idaho,16,1655,43,46,2
4/18/2020,Idaho,16,1668,44,13,1
4/19/2020,Idaho,16,1672,45,4,1
4/20/2020,Idaho,16,1736,48,64,3
4/21/2020,Idaho,16,1766,51,30,3
4/22/2020,Idaho,16,1802,54,36,3
4/23/2020,Idaho,16,1836,54,34,0
4/24/2020,Idaho,16,1870,54,34,0
4/25/2020,Idaho,16,1887,56,17,2
4/26/2020,Idaho,16,1897,56,10,0
4/27/2020,Idaho,16,1917,58,20,2
4/28/2020,Idaho,16,1952,60,35,2
4/29/2020,Idaho,16,1984,60,32,0
4/30/2020,Idaho,16,2016,63,32,3
5/1/2020,Idaho,16,2035,63,19,0
5/2/2020,Idaho,16,2061,64,26,1
5/3/2020,Idaho,16,2059,64,-2,0
5/4/2020,Idaho,16,2106,64,47,0
5/5/2020,Idaho,16,2127,66,21,2
5/6/2020,Idaho,16,2158,67,31,1
5/7/2020,Idaho,16,2178,67,20,0
5/8/2020,Idaho,16,2205,67,27,0
5/9/2020,Idaho,16,2230,67,25,0
5/10/2020,Idaho,16,2232,67,2,0
5/11/2020,Idaho,16,2261,69,29,2
5/12/2020,Idaho,16,2294,69,33,0
5/13/2020,Idaho,16,2325,69,31,0
5/14/2020,Idaho,16,2352,72,27,3
5/15/2020,Idaho,16,2389,73,37,1
5/16/2020,Idaho,16,2419,73,30,0
5/17/2020,Idaho,16,2421,73,2,0
5/18/2020,Idaho,16,2455,74,34,1
5/19/2020,Idaho,16,2476,77,21,3
5/20/2020,Idaho,16,2506,77,30,0
5/21/2020,Idaho,16,2534,77,28,0
5/22/2020,Idaho,16,2595,79,61,2
5/23/2020,Idaho,16,2626,79,31,0
5/24/2020,Idaho,16,2650,79,24,0
5/25/2020,Idaho,16,2664,79,14,0
5/26/2020,Idaho,16,2699,81,35,2
5/27/2020,Idaho,16,2731,82,32,1
5/28/2020,Idaho,16,2770,82,39,0
5/29/2020,Idaho,16,2804,82,34,0
5/30/2020,Idaho,16,2840,82,36,0
5/31/2020,Idaho,16,2855,82,15,0
6/1/2020,Idaho,16,2908,83,53,1
6/2/2020,Idaho,16,2935,83,27,0
6/3/2020,Idaho,16,2990,83,55,0
6/4/2020,Idaho,16,3054,83,64,0
6/5/2020,Idaho,16,3111,83,57,0
6/6/2020,Idaho,16,3139,83,28,0
6/7/2020,Idaho,16,3153,83,14,0
6/8/2020,Idaho,16,3197,83,44,0
6/9/2020,Idaho,16,3226,85,29,2
1/24/2020,Illinois,17,1,0,1,0
1/25/2020,Illinois,17,1,0,0,0
1/26/2020,Illinois,17,1,0,0,0
1/27/2020,Illinois,17,1,0,0,0
1/28/2020,Illinois,17,1,0,0,0
1/29/2020,Illinois,17,1,0,0,0
1/30/2020,Illinois,17,2,0,1,0
1/31/2020,Illinois,17,2,0,0,0
2/1/2020,Illinois,17,2,0,0,0
2/2/2020,Illinois,17,2,0,0,0
2/3/2020,Illinois,17,2,0,0,0
2/4/2020,Illinois,17,2,0,0,0
2/5/2020,Illinois,17,2,0,0,0
2/6/2020,Illinois,17,2,0,0,0
2/7/2020,Illinois,17,2,0,0,0
2/8/2020,Illinois,17,2,0,0,0
2/9/2020,Illinois,17,2,0,0,0
2/10/2020,Illinois,17,2,0,0,0
2/11/2020,Illinois,17,2,0,0,0
2/12/2020,Illinois,17,2,0,0,0
2/13/2020,Illinois,17,2,0,0,0
2/14/2020,Illinois,17,2,0,0,0
2/15/2020,Illinois,17,2,0,0,0
2/16/2020,Illinois,17,2,0,0,0
2/17/2020,Illinois,17,2,0,0,0
2/18/2020,Illinois,17,2,0,0,0
2/19/2020,Illinois,17,2,0,0,0
2/20/2020,Illinois,17,2,0,0,0
2/21/2020,Illinois,17,2,0,0,0
2/22/2020,Illinois,17,2,0,0,0
2/23/2020,Illinois,17,2,0,0,0
2/24/2020,Illinois,17,2,0,0,0
2/25/2020,Illinois,17,2,0,0,0
2/26/2020,Illinois,17,2,0,0,0
2/27/2020,Illinois,17,2,0,0,0
2/28/2020,Illinois,17,2,0,0,0
2/29/2020,Illinois,17,3,0,1,0
3/1/2020,Illinois,17,3,0,0,0
3/2/2020,Illinois,17,4,0,1,0
3/3/2020,Illinois,17,4,0,0,0
3/4/2020,Illinois,17,4,0,0,0
3/5/2020,Illinois,17,5,0,1,0
3/6/2020,Illinois,17,6,0,1,0
3/7/2020,Illinois,17,6,0,0,0
3/8/2020,Illinois,17,7,0,1,0
3/9/2020,Illinois,17,11,0,4,0
3/10/2020,Illinois,17,19,0,8,0
3/11/2020,Illinois,17,25,0,6,0
3/12/2020,Illinois,17,32,0,7,0
3/13/2020,Illinois,17,46,0,14,0
3/14/2020,Illinois,17,66,0,20,0
3/15/2020,Illinois,17,94,0,28,0
3/16/2020,Illinois,17,104,0,10,0
3/17/2020,Illinois,17,159,1,55,1
3/18/2020,Illinois,17,286,1,127,0
3/19/2020,Illinois,17,420,4,134,3
3/20/2020,Illinois,17,583,5,163,1
3/21/2020,Illinois,17,751,6,168,1
3/22/2020,Illinois,17,1047,9,296,3
3/23/2020,Illinois,17,1285,12,238,3
3/24/2020,Illinois,17,1535,16,250,4
3/25/2020,Illinois,17,1874,21,339,5
3/26/2020,Illinois,17,2538,26,664,5
3/27/2020,Illinois,17,3029,37,491,11
3/28/2020,Illinois,17,3547,50,518,13
3/29/2020,Illinois,17,4613,70,1066,20
3/30/2020,Illinois,17,5070,84,457,14
3/31/2020,Illinois,17,5992,107,922,23
4/1/2020,Illinois,17,6978,146,986,39
4/2/2020,Illinois,17,7695,165,717,19
4/3/2020,Illinois,17,8904,211,1209,46
4/4/2020,Illinois,17,10357,248,1453,37
4/5/2020,Illinois,17,11276,282,919,34
4/6/2020,Illinois,17,12262,309,986,27
4/7/2020,Illinois,17,13549,384,1287,75
4/8/2020,Illinois,17,15078,464,1529,80
4/9/2020,Illinois,17,16422,534,1344,70
4/10/2020,Illinois,17,17887,607,1465,73
4/11/2020,Illinois,17,19180,682,1293,75
4/12/2020,Illinois,17,20852,727,1672,45
4/13/2020,Illinois,17,22025,800,1173,73
4/14/2020,Illinois,17,23247,878,1222,78
4/15/2020,Illinois,17,24593,958,1346,80
4/16/2020,Illinois,17,25734,1081,1141,123
4/17/2020,Illinois,17,27575,1142,1841,61
4/18/2020,Illinois,17,29160,1272,1585,130
4/19/2020,Illinois,17,30357,1302,1197,30
4/20/2020,Illinois,17,31508,1359,1151,57
4/21/2020,Illinois,17,33059,1479,1551,120
4/22/2020,Illinois,17,35108,1577,2049,98
4/23/2020,Illinois,17,36935,1696,1827,119
4/24/2020,Illinois,17,39658,1804,2723,108
4/25/2020,Illinois,17,41777,1884,2119,80
4/26/2020,Illinois,17,43903,1943,2126,59
4/27/2020,Illinois,17,45883,1992,1980,49
4/28/2020,Illinois,17,48102,2132,2219,140
4/29/2020,Illinois,17,50355,2221,2253,89
4/30/2020,Illinois,17,52918,2361,2563,140
5/1/2020,Illinois,17,56055,2464,3137,103
5/2/2020,Illinois,17,58505,2576,2450,112
5/3/2020,Illinois,17,61499,2632,2994,56
5/4/2020,Illinois,17,63840,2673,2341,41
5/5/2020,Illinois,17,65889,2843,2049,170
5/6/2020,Illinois,17,68164,2977,2275,134
5/7/2020,Illinois,17,70802,3139,2638,162
5/8/2020,Illinois,17,73688,3262,2886,123
5/9/2020,Illinois,17,76008,3362,2320,100
5/10/2020,Illinois,17,77662,3426,1654,64
5/11/2020,Illinois,17,79123,3480,1461,54
5/12/2020,Illinois,17,83168,3617,4045,137
5/13/2020,Illinois,17,84874,3815,1706,198
5/14/2020,Illinois,17,88081,3945,3207,130
5/15/2020,Illinois,17,90528,4075,2447,130
5/16/2020,Illinois,17,92669,4149,2141,74
5/17/2020,Illinois,17,94360,4198,1691,49
5/18/2020,Illinois,17,96778,4257,2418,59
5/19/2020,Illinois,17,98298,4399,1520,142
5/20/2020,Illinois,17,100713,4547,2415,148
5/21/2020,Illinois,17,102995,4634,2282,87
5/22/2020,Illinois,17,105710,4740,2715,106
5/23/2020,Illinois,17,108100,4817,2390,77
5/24/2020,Illinois,17,110541,4884,2441,67
5/25/2020,Illinois,17,112248,4912,1707,28
5/26/2020,Illinois,17,113486,4960,1238,48
5/27/2020,Illinois,17,114612,5118,1126,158
5/28/2020,Illinois,17,116128,5225,1516,107
5/29/2020,Illinois,17,117794,5308,1666,83
5/30/2020,Illinois,17,119290,5368,1496,60
5/31/2020,Illinois,17,120588,5426,1298,58
6/1/2020,Illinois,17,121666,5458,1078,32
6/2/2020,Illinois,17,123244,5567,1578,109
6/3/2020,Illinois,17,124279,5665,1035,98
6/4/2020,Illinois,17,125149,5772,870,107
6/5/2020,Illinois,17,126317,5834,1168,62
6/6/2020,Illinois,17,127251,5898,934,64
6/7/2020,Illinois,17,128070,5939,819,41
6/8/2020,Illinois,17,129543,6142,1473,203
6/9/2020,Illinois,17,130321,6237,778,95
3/6/2020,Indiana,18,1,0,1,0
3/7/2020,Indiana,18,1,0,0,0
3/8/2020,Indiana,18,2,0,1,0
3/9/2020,Indiana,18,4,0,2,0
3/10/2020,Indiana,18,6,0,2,0
3/11/2020,Indiana,18,11,0,5,0
3/12/2020,Indiana,18,12,0,1,0
3/13/2020,Indiana,18,12,0,0,0
3/14/2020,Indiana,18,15,0,3,0
3/15/2020,Indiana,18,19,0,4,0
3/16/2020,Indiana,18,24,1,5,1
3/17/2020,Indiana,18,30,2,6,1
3/18/2020,Indiana,18,39,2,9,0
3/19/2020,Indiana,18,56,2,17,0
3/20/2020,Indiana,18,81,5,25,3
3/21/2020,Indiana,18,128,6,47,1
3/22/2020,Indiana,18,204,9,76,3
3/23/2020,Indiana,18,264,12,60,3
3/24/2020,Indiana,18,371,17,107,5
3/25/2020,Indiana,18,484,19,113,2
3/26/2020,Indiana,18,661,23,177,4
3/27/2020,Indiana,18,988,32,327,9
3/28/2020,Indiana,18,1239,38,251,6
3/29/2020,Indiana,18,1522,40,283,2
3/30/2020,Indiana,18,1797,44,275,4
3/31/2020,Indiana,18,2170,61,373,17
4/1/2020,Indiana,18,2578,79,408,18
4/2/2020,Indiana,18,3056,94,478,15
4/3/2020,Indiana,18,3455,118,399,24
4/4/2020,Indiana,18,3975,136,520,18
4/5/2020,Indiana,18,4437,151,462,15
4/6/2020,Indiana,18,4986,171,549,20
4/7/2020,Indiana,18,5542,208,556,37
4/8/2020,Indiana,18,5986,246,444,38
4/9/2020,Indiana,18,6400,295,414,49
4/10/2020,Indiana,18,6960,353,560,58
4/11/2020,Indiana,18,7494,389,534,36
4/12/2020,Indiana,18,7990,405,496,16
4/13/2020,Indiana,18,8300,414,310,9
4/14/2020,Indiana,18,8598,458,298,44
4/15/2020,Indiana,18,9030,511,432,53
4/16/2020,Indiana,18,9619,554,589,43
4/17/2020,Indiana,18,10234,599,615,45
4/18/2020,Indiana,18,10729,633,495,34
4/19/2020,Indiana,18,11300,652,571,19
4/20/2020,Indiana,18,11783,666,483,14
4/21/2020,Indiana,18,12198,731,415,65
4/22/2020,Indiana,18,12551,764,353,33
4/23/2020,Indiana,18,13184,811,633,47
4/24/2020,Indiana,18,13837,851,653,40
4/25/2020,Indiana,18,14556,897,719,46
4/26/2020,Indiana,18,15175,928,619,31
4/27/2020,Indiana,18,16137,932,962,4
4/28/2020,Indiana,18,16783,992,646,60
4/29/2020,Indiana,18,17409,1065,626,73
4/30/2020,Indiana,18,18099,1114,690,49
5/1/2020,Indiana,18,18941,1175,842,61
5/2/2020,Indiana,18,19629,1229,688,54
5/3/2020,Indiana,18,20267,1246,638,17
5/4/2020,Indiana,18,20855,1264,588,18
5/5/2020,Indiana,18,21423,1326,568,62
5/6/2020,Indiana,18,22286,1377,863,51
5/7/2020,Indiana,18,22942,1414,656,37
5/8/2020,Indiana,18,23620,1447,678,33
5/9/2020,Indiana,18,24239,1490,619,43
5/10/2020,Indiana,18,24633,1508,394,18
5/11/2020,Indiana,18,25134,1540,501,32
5/12/2020,Indiana,18,25676,1578,542,38
5/13/2020,Indiana,18,26044,1619,368,41
5/14/2020,Indiana,18,26627,1646,583,27
5/15/2020,Indiana,18,27281,1691,654,45
5/16/2020,Indiana,18,27919,1741,638,50
5/17/2020,Indiana,18,28419,1751,500,10
5/18/2020,Indiana,18,28897,1765,478,14
5/19/2020,Indiana,18,29402,1824,505,59
5/20/2020,Indiana,18,29986,1864,584,40
5/21/2020,Indiana,18,30673,1913,687,49
5/22/2020,Indiana,18,31165,1941,492,28
5/23/2020,Indiana,18,31674,1964,509,23
5/24/2020,Indiana,18,32151,1976,477,12
5/25/2020,Indiana,18,32489,1984,338,8
5/26/2020,Indiana,18,32856,2004,367,20
5/27/2020,Indiana,18,33242,2030,386,26
5/28/2020,Indiana,18,33885,2068,643,38
5/29/2020,Indiana,18,34399,2110,514,42
5/30/2020,Indiana,18,35064,2125,665,15
5/31/2020,Indiana,18,35429,2134,365,9
6/1/2020,Indiana,18,35684,2142,255,8
6/2/2020,Indiana,18,36129,2197,445,55
6/3/2020,Indiana,18,36609,2207,480,10
6/4/2020,Indiana,18,37005,2231,396,24
6/5/2020,Indiana,18,37499,2258,494,27
6/6/2020,Indiana,18,37928,2292,429,34
6/7/2020,Indiana,18,38328,2303,400,11
6/8/2020,Indiana,18,38553,2316,225,13
6/9/2020,Indiana,18,38985,2339,432,23
3/8/2020,Iowa,19,3,0,3,0
3/9/2020,Iowa,19,8,0,5,0
3/10/2020,Iowa,19,13,0,5,0
3/11/2020,Iowa,19,14,0,1,0
3/12/2020,Iowa,19,16,0,2,0
3/13/2020,Iowa,19,17,0,1,0
3/14/2020,Iowa,19,18,0,1,0
3/15/2020,Iowa,19,22,0,4,0
3/16/2020,Iowa,19,22,0,0,0
3/17/2020,Iowa,19,29,0,7,0
3/18/2020,Iowa,19,38,0,9,0
3/19/2020,Iowa,19,44,0,6,0
3/20/2020,Iowa,19,45,0,1,0
3/21/2020,Iowa,19,68,0,23,0
3/22/2020,Iowa,19,90,0,22,0
3/23/2020,Iowa,19,105,0,15,0
3/24/2020,Iowa,19,124,1,19,1
3/25/2020,Iowa,19,145,1,21,0
3/26/2020,Iowa,19,179,1,34,0
3/27/2020,Iowa,19,235,3,56,2
3/28/2020,Iowa,19,298,3,63,0
3/29/2020,Iowa,19,336,4,38,1
3/30/2020,Iowa,19,424,6,88,2
3/31/2020,Iowa,19,498,7,74,1
4/1/2020,Iowa,19,549,9,51,2
4/2/2020,Iowa,19,614,11,65,2
4/3/2020,Iowa,19,699,11,85,0
4/4/2020,Iowa,19,786,11,87,0
4/5/2020,Iowa,19,868,22,82,11
4/6/2020,Iowa,19,946,25,78,3
4/7/2020,Iowa,19,1048,26,102,1
4/8/2020,Iowa,19,1145,27,97,1
4/9/2020,Iowa,19,1270,27,125,0
4/10/2020,Iowa,19,1388,31,118,4
4/11/2020,Iowa,19,1510,34,122,3
4/12/2020,Iowa,19,1587,41,77,7
4/13/2020,Iowa,19,1710,44,123,3
4/14/2020,Iowa,19,1899,44,189,0
4/15/2020,Iowa,19,1995,53,96,9
4/16/2020,Iowa,19,2141,60,146,7
4/17/2020,Iowa,19,2332,64,191,4
4/18/2020,Iowa,19,2513,74,181,10
4/19/2020,Iowa,19,2915,75,402,1
4/20/2020,Iowa,19,3175,79,260,4
4/21/2020,Iowa,19,3641,83,466,4
4/22/2020,Iowa,19,3764,90,123,7
4/23/2020,Iowa,19,3939,96,175,6
4/24/2020,Iowa,19,4459,107,520,11
4/25/2020,Iowa,19,5109,112,650,5
4/26/2020,Iowa,19,5490,118,381,6
4/27/2020,Iowa,19,5868,127,378,9
4/28/2020,Iowa,19,6376,136,508,9
4/29/2020,Iowa,19,6843,148,467,12
4/30/2020,Iowa,19,7145,162,302,14
5/1/2020,Iowa,19,7883,170,738,8
5/2/2020,Iowa,19,8641,175,758,5
5/3/2020,Iowa,19,9169,184,528,9
5/4/2020,Iowa,19,9703,188,534,4
5/5/2020,Iowa,19,10111,207,408,19
5/6/2020,Iowa,19,10404,219,293,12
5/7/2020,Iowa,19,11059,231,655,12
5/8/2020,Iowa,19,11457,243,398,12
5/9/2020,Iowa,19,11671,252,214,9
5/10/2020,Iowa,19,11959,265,288,13
5/11/2020,Iowa,19,12373,271,414,6
5/12/2020,Iowa,19,12912,289,539,18
5/13/2020,Iowa,19,13289,306,377,17
5/14/2020,Iowa,19,13675,318,386,12
5/15/2020,Iowa,19,14049,336,374,18
5/16/2020,Iowa,19,14328,346,279,10
5/17/2020,Iowa,19,14651,351,323,5
5/18/2020,Iowa,19,14955,355,304,4
5/19/2020,Iowa,19,15296,367,341,12
5/20/2020,Iowa,19,15868,400,572,33
5/21/2020,Iowa,19,16170,414,302,14
5/22/2020,Iowa,19,16510,441,340,27
5/23/2020,Iowa,19,16898,446,388,5
5/24/2020,Iowa,19,17434,456,536,10
5/25/2020,Iowa,19,17628,460,194,4
5/26/2020,Iowa,19,17999,480,371,20
5/27/2020,Iowa,19,18446,496,447,16
5/28/2020,Iowa,19,18672,510,226,14
5/29/2020,Iowa,19,19019,525,347,15
5/30/2020,Iowa,19,19336,531,317,6
5/31/2020,Iowa,19,19621,537,285,6
6/1/2020,Iowa,19,19789,558,168,21
6/2/2020,Iowa,19,20017,564,228,6
6/3/2020,Iowa,19,20376,574,359,10
6/4/2020,Iowa,19,20943,590,567,16
6/5/2020,Iowa,19,21332,597,389,7
6/6/2020,Iowa,19,21527,602,195,5
6/7/2020,Iowa,19,21794,606,267,4
6/8/2020,Iowa,19,22111,623,317,17
6/9/2020,Iowa,19,22271,629,160,6
3/7/2020,Kansas,20,1,0,1,0
3/8/2020,Kansas,20,1,0,0,0
3/9/2020,Kansas,20,1,0,0,0
3/10/2020,Kansas,20,1,0,0,0
3/11/2020,Kansas,20,1,0,0,0
3/12/2020,Kansas,20,5,1,4,1
3/13/2020,Kansas,20,6,1,1,0
3/14/2020,Kansas,20,8,1,2,0
3/15/2020,Kansas,20,9,1,1,0
3/16/2020,Kansas,20,11,1,2,0
3/17/2020,Kansas,20,17,1,6,0
3/18/2020,Kansas,20,22,1,5,0
3/19/2020,Kansas,20,35,1,13,0
3/20/2020,Kansas,20,49,1,14,0
3/21/2020,Kansas,20,57,2,8,1
3/22/2020,Kansas,20,66,2,9,0
3/23/2020,Kansas,20,82,2,16,0
3/24/2020,Kansas,20,99,3,17,1
3/25/2020,Kansas,20,132,3,33,0
3/26/2020,Kansas,20,171,3,39,0
3/27/2020,Kansas,20,212,4,41,1
3/28/2020,Kansas,20,271,6,59,2
3/29/2020,Kansas,20,332,7,61,1
3/30/2020,Kansas,20,373,9,41,2
3/31/2020,Kansas,20,434,10,61,1
4/1/2020,Kansas,20,488,11,54,1
4/2/2020,Kansas,20,554,14,66,3
4/3/2020,Kansas,20,624,19,70,5
4/4/2020,Kansas,20,702,21,78,2
4/5/2020,Kansas,20,767,23,65,2
4/6/2020,Kansas,20,854,25,87,2
4/7/2020,Kansas,20,905,30,51,5
4/8/2020,Kansas,20,1055,38,150,8
4/9/2020,Kansas,20,1116,42,61,4
4/10/2020,Kansas,20,1180,50,64,8
4/11/2020,Kansas,20,1282,55,102,5
4/12/2020,Kansas,20,1337,56,55,1
4/13/2020,Kansas,20,1382,63,45,7
4/14/2020,Kansas,20,1438,69,56,6
4/15/2020,Kansas,20,1501,76,63,7
4/16/2020,Kansas,20,1593,80,92,4
4/17/2020,Kansas,20,1730,84,137,4
4/18/2020,Kansas,20,1818,86,88,2
4/19/2020,Kansas,20,1896,94,78,8
4/20/2020,Kansas,20,2029,101,133,7
4/21/2020,Kansas,20,2113,107,84,6
4/22/2020,Kansas,20,2290,111,177,4
4/23/2020,Kansas,20,2625,112,335,1
4/24/2020,Kansas,20,2841,117,216,5
4/25/2020,Kansas,20,3090,119,249,2
4/26/2020,Kansas,20,3197,120,107,1
4/27/2020,Kansas,20,3406,126,209,6
4/28/2020,Kansas,20,3601,127,195,1
4/29/2020,Kansas,20,3811,132,210,5
4/30/2020,Kansas,20,4305,133,494,1
5/1/2020,Kansas,20,4510,136,205,3
5/2/2020,Kansas,20,4863,140,353,4
5/3/2020,Kansas,20,5177,142,314,2
5/4/2020,Kansas,20,5385,154,208,12
5/5/2020,Kansas,20,5627,160,242,6
5/6/2020,Kansas,20,5893,163,266,3
5/7/2020,Kansas,20,6240,164,347,1
5/8/2020,Kansas,20,6751,167,511,3
5/9/2020,Kansas,20,6923,172,172,5
5/10/2020,Kansas,20,7045,172,122,0
5/11/2020,Kansas,20,7161,174,116,2
5/12/2020,Kansas,20,7352,178,191,4
5/13/2020,Kansas,20,7552,179,200,1
5/14/2020,Kansas,20,7668,181,116,2
5/15/2020,Kansas,20,8006,187,338,6
5/16/2020,Kansas,20,8059,189,53,2
5/17/2020,Kansas,20,8066,189,7,0
5/18/2020,Kansas,20,8439,190,373,1
5/19/2020,Kansas,20,8488,193,49,3
5/20/2020,Kansas,20,8661,197,173,4
5/21/2020,Kansas,20,8771,199,110,2
5/22/2020,Kansas,20,9068,200,297,1
5/23/2020,Kansas,20,9119,200,51,0
5/24/2020,Kansas,20,9135,200,16,0
5/25/2020,Kansas,20,9272,201,137,1
5/26/2020,Kansas,20,9352,204,80,3
5/27/2020,Kansas,20,9453,207,101,3
5/28/2020,Kansas,20,9512,209,59,2
5/29/2020,Kansas,20,9826,209,314,0
5/30/2020,Kansas,20,9847,209,21,0
5/31/2020,Kansas,20,9878,211,31,2
6/1/2020,Kansas,20,10103,217,225,6
6/2/2020,Kansas,20,10143,227,40,10
6/3/2020,Kansas,20,10281,227,138,0
6/4/2020,Kansas,20,10332,230,51,3
6/5/2020,Kansas,20,10493,233,161,3
6/6/2020,Kansas,20,10517,234,24,1
6/7/2020,Kansas,20,10549,234,32,0
6/8/2020,Kansas,20,10724,237,175,3
6/9/2020,Kansas,20,10786,238,62,1
3/6/2020,Kentucky,21,1,0,1,0
3/7/2020,Kentucky,21,1,0,0,0
3/8/2020,Kentucky,21,4,0,3,0
3/9/2020,Kentucky,21,5,0,1,0
3/10/2020,Kentucky,21,7,0,2,0
3/11/2020,Kentucky,21,7,0,0,0
3/12/2020,Kentucky,21,11,0,4,0
3/13/2020,Kentucky,21,11,0,0,0
3/14/2020,Kentucky,21,18,0,7,0
3/15/2020,Kentucky,21,21,0,3,0
3/16/2020,Kentucky,21,22,1,1,1
3/17/2020,Kentucky,21,26,1,4,0
3/18/2020,Kentucky,21,35,1,9,0
3/19/2020,Kentucky,21,47,2,12,1
3/20/2020,Kentucky,21,63,2,16,0
3/21/2020,Kentucky,21,84,3,21,1
3/22/2020,Kentucky,21,103,3,19,0
3/23/2020,Kentucky,21,124,3,21,0
3/24/2020,Kentucky,21,157,3,33,0
3/25/2020,Kentucky,21,198,5,41,2
3/26/2020,Kentucky,21,248,5,50,0
3/27/2020,Kentucky,21,302,8,54,3
3/28/2020,Kentucky,21,394,9,92,1
3/29/2020,Kentucky,21,439,9,45,0
3/30/2020,Kentucky,21,480,11,41,2
3/31/2020,Kentucky,21,590,18,110,7
4/1/2020,Kentucky,21,674,20,84,2
4/2/2020,Kentucky,21,747,34,73,14
4/3/2020,Kentucky,21,762,34,15,0
4/4/2020,Kentucky,21,909,40,147,6
4/5/2020,Kentucky,21,1048,44,139,4
4/6/2020,Kentucky,21,1057,52,9,8
4/7/2020,Kentucky,21,1289,66,232,14
4/8/2020,Kentucky,21,1393,73,104,7
4/9/2020,Kentucky,21,1525,84,132,11
4/10/2020,Kentucky,21,1702,90,177,6
4/11/2020,Kentucky,21,1851,94,149,4
4/12/2020,Kentucky,21,1963,98,112,4
4/13/2020,Kentucky,21,2048,106,85,8
4/14/2020,Kentucky,21,2210,115,162,9
4/15/2020,Kentucky,21,2295,124,85,9
4/16/2020,Kentucky,21,2429,131,134,7
4/17/2020,Kentucky,21,2522,140,93,9
