County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,ICU COVID-19 Positive Patients
San Bernardino,4/22/20,1564,72,149,54
San Bernardino,4/23/20,1604,77,146,54
San Bernardino,4/24/20,1667,80,152,57
San Bernardino,4/25/20,1675,82,147,53
San Bernardino,4/26/20,1681,82,146,50
San Bernardino,4/27/20,1742,82,154,49
San Bernardino,4/28/20,1891,85,156,51
San Bernardino,4/29/20,1975,91,156,56
San Bernardino,4/30/20,2020,96,158,58
San Bernardino,5/1/20,2084,98,157,55
San Bernardino,5/2/20,2124,99,144,55
San Bernardino,5/3/20,2123,99,154,59
San Bernardino,5/4/20,2184,99,156,58
San Bernardino,5/5/20,2345,101,155,58
San Bernardino,5/6/20,2426,104,167,51
San Bernardino,5/7/20,2522,110,153,51
San Bernardino,5/8/20,2631,119,142,52
San Bernardino,5/9/20,2825,121,145,55
San Bernardino,5/10/20,2910,121,144,53
San Bernardino,5/11/20,2945,121,152,53
San Bernardino,5/12/20,2997,124,148,48
San Bernardino,5/13/20,3064,138,133,49
San Bernardino,5/14/20,3149,140,132,47
San Bernardino,5/15/20,3225,150,125,51
San Bernardino,5/16/20,3362,155,122,54
San Bernardino,5/17/20,3467,155,129,52
San Bernardino,5/18/20,3558,155,140,52
San Bernardino,5/19/20,3656,157,134,55
San Bernardino,5/20/20,3771,158,127,51
San Bernardino,5/21/20,3950,164,131,47
San Bernardino,5/22/20,4107,173,125,44
San Bernardino,5/23/20,4172,176,134,47
San Bernardino,5/24/20,4262,176,139,48
San Bernardino,5/25/20,4393,176,138,48
San Bernardino,5/26/20,4430,176,154,57
San Bernardino,5/27/20,4708,183,159,54
San Bernardino,5/28/20,4831,190,156,53
San Bernardino,5/29/20,4983,199,134,50
San Bernardino,5/30/20,5122,204,130,52
San Diego,4/1/20,851,11,168,71
San Diego,4/2/20,968,16,144,69
San Diego,4/3/20,1114,17,171,84
San Diego,4/4/20,1211,18,177,86
San Diego,4/5/20,1328,19,179,89
San Diego,4/6/20,1406,19,187,83
San Diego,4/7/20,1456,31,203,87
San Diego,4/8/20,1532,36,225,92
San Diego,4/9/20,1630,40,227,98
San Diego,4/10/20,1695,54,230,96
San Diego,4/11/20,1763,54,239,98
San Diego,4/12/20,1806,55,244,99
San Diego,4/13/20,1849,66,243,101
San Diego,4/14/20,1932,67,243,101
San Diego,4/15/20,2014,67,236,98
San Diego,4/16/20,2089,77,231,94
San Diego,4/17/20,2160,83,232,92
San Diego,4/18/20,2215,83,223,90
San Diego,4/19/20,2270,83,226,92
San Diego,4/20/20,2327,102,238,95
San Diego,4/21/20,2436,109,221,98
San Diego,4/22/20,2493,112,241,104
San Diego,4/23/20,2645,112,253,105
San Diego,4/24/20,2828,119,257,107
San Diego,4/25/20,2945,119,268,110
San Diego,4/26/20,3045,123,273,114
San Diego,4/27/20,3143,128,277,115
San Diego,4/28/20,3316,133,276,112
San Diego,4/29/20,3434,140,282,119
San Diego,4/30/20,3566,143,283,122
San Diego,5/1/20,3713,150,290,123
San Diego,5/2/20,3844,150,289,123
San Diego,5/3/20,3929,150,276,125
San Diego,5/4/20,4022,162,300,124
San Diego,5/5/20,4162,173,294,122
San Diego,5/6/20,4321,186,308,120
San Diego,5/7/20,4431,189,312,123
San Diego,5/8/20,4664,194,334,129
San Diego,5/9/20,4778,194,338,134
San Diego,5/10/20,4928,194,334,134
San Diego,5/11/20,5067,204,339,131
San Diego,5/12/20,5163,217,334,132
San Diego,5/13/20,5280,223,329,136
San Diego,5/14/20,5393,231,329,140
San Diego,5/15/20,5525,235,326,139
San Diego,5/16/20,5664,235,319,138
San Diego,5/17/20,5838,242,321,140
San Diego,5/18/20,5948,242,329,139
San Diego,5/19/20,6028,242,319,142
San Diego,5/20/20,6142,262,335,140
San Diego,5/21/20,6317,262,325,139
San Diego,5/22/20,6436,271,331,145
San Diego,5/23/20,6561,275,304,138
San Diego,5/24/20,6703,275,310,139
San Diego,5/25/20,6799,275,317,139
San Diego,5/26/20,6884,290,325,145
San Diego,5/27/20,6985,297,329,144
San Diego,5/28/20,7102,307,313,137
San Diego,5/29/20,7242,312,300,138
San Diego,5/30/20,7387,312,311,144
San Francisco,4/1/20,432,6,67,30
San Francisco,4/2/20,473,6,75,32
San Francisco,4/3/20,506,6,80,39
San Francisco,4/4/20,537,6,80,37
San Francisco,4/5/20,559,6,79,37
San Francisco,4/6/20,586,6,80,34
San Francisco,4/7/20,636,6,88,36
San Francisco,4/8/20,687,7,90,36
San Francisco,4/9/20,748,8,88,33
San Francisco,4/10/20,797,12,85,32
San Francisco,4/11/20,860,12,82,28
San Francisco,4/12/20,886,12,92,30
San Francisco,4/13/20,959,15,89,30
San Francisco,4/14/20,968,15,87,28
San Francisco,4/15/20,1006,17,87,25
San Francisco,4/16/20,1039,17,84,31
San Francisco,4/17/20,1090,20,79,28
San Francisco,4/18/20,1144,20,74,27
San Francisco,4/19/20,1153,20,73,27
San Francisco,4/20/20,1223,20,79,27
San Francisco,4/21/20,1232,20,76,25
San Francisco,4/22/20,1255,21,75,28
San Francisco,4/23/20,1312,21,75,31
San Francisco,4/24/20,1345,22,75,30
San Francisco,4/25/20,1341,22,73,29
San Francisco,4/26/20,1403,23,79,31
San Francisco,4/27/20,1453,23,82,29
San Francisco,4/28/20,1471,23,81,27
San Francisco,4/29/20,1489,23,80,26
San Francisco,4/30/20,1518,26,85,32
San Francisco,5/1/20,1552,29,86,32
San Francisco,5/2/20,1632,29,81,29
San Francisco,5/3/20,1692,30,83,30
San Francisco,5/4/20,1760,31,84,26
San Francisco,5/5/20,1779,31,79,27
San Francisco,5/6/20,1804,31,76,26
San Francisco,5/7/20,1852,32,72,30
San Francisco,5/8/20,1890,33,71,28
San Francisco,5/9/20,1944,34,68,28
San Francisco,5/10/20,1953,34,66,25
San Francisco,5/11/20,1974,35,63,23
San Francisco,5/12/20,1981,35,63,23
San Francisco,5/13/20,2004,35,57,24
San Francisco,5/14/20,2029,35,56,20
San Francisco,5/15/20,2062,36,56,19
San Francisco,5/16/20,2094,36,44,20
San Francisco,5/17/20,2132,36,40,18
San Francisco,5/18/20,2183,36,46,22
San Francisco,5/19/20,2186,36,48,18
San Francisco,5/20/20,2199,37,47,20
San Francisco,5/21/20,2248,37,43,16
San Francisco,5/22/20,2251,40,43,18
San Francisco,5/23/20,2312,40,45,18
San Francisco,5/24/20,2318,40,47,20
San Francisco,5/25/20,2358,40,40,21
San Francisco,5/26/20,2363,40,40,20
San Francisco,5/27/20,2394,40,40,18
San Francisco,5/28/20,2417,40,49,20
San Francisco,5/29/20,2453,41,49,19
San Francisco,5/30/20,2496,41,47,19
San Joaquin,4/1/20,132,8,25,16
San Joaquin,4/2/20,148,9,42,20
San Joaquin,4/3/20,162,10,41,18
San Joaquin,4/4/20,171,10,43,16
San Joaquin,4/5/20,179,10,46,17
San Joaquin,4/6/20,191,10,31,14
San Joaquin,4/7/20,198,12,31,14
San Joaquin,4/8/20,211,12,32,11
San Joaquin,4/9/20,223,14,29,12
San Joaquin,4/10/20,234,14,26,14
San Joaquin,4/11/20,244,15,23,14
San Joaquin,4/12/20,246,15,25,10
San Joaquin,4/13/20,259,17,26,12
San Joaquin,4/14/20,280,17,22,12
San Joaquin,4/15/20,329,17,21,10
San Joaquin,4/16/20,345,17,21,11
San Joaquin,4/17/20,356,17,23,10
San Joaquin,4/18/20,392,17,23,11
San Joaquin,4/19/20,404,17,23,12
San Joaquin,4/20/20,422,17,30,16
San Joaquin,4/21/20,447,20,27,16
San Joaquin,4/22/20,462,20,29,14
San Joaquin,4/23/20,479,22,31,15
San Joaquin,4/24/20,484,24,29,12
San Joaquin,4/25/20,497,25,27,12
San Joaquin,4/26/20,514,25,24,9
San Joaquin,4/27/20,522,25,24,10
San Joaquin,4/28/20,532,25,24,10
San Joaquin,4/29/20,540,25,21,9
San Joaquin,4/30/20,548,25,17,8
San Joaquin,5/1/20,554,25,17,9
San Joaquin,5/2/20,559,25,17,9
San Joaquin,5/3/20,570,26,17,9
San Joaquin,5/4/20,574,26,19,8
San Joaquin,5/5/20,577,26,18,9
San Joaquin,5/6/20,581,27,17,8
San Joaquin,5/7/20,583,28,13,6
San Joaquin,5/8/20,595,28,15,6
San Joaquin,5/9/20,605,28,16,4
San Joaquin,5/10/20,611,29,15,2
San Joaquin,5/11/20,620,29,15,2
San Joaquin,5/12/20,625,30,14,1
San Joaquin,5/13/20,639,31,11,1
San Joaquin,5/14/20,643,31,10,1
San Joaquin,5/15/20,656,31,11,3
San Joaquin,5/16/20,668,32,11,2
San Joaquin,5/17/20,688,32,10,1
San Joaquin,5/18/20,697,32,9,1
San Joaquin,5/19/20,705,33,7,2
San Joaquin,5/20/20,713,33,9,3
San Joaquin,5/21/20,730,33,8,5
San Joaquin,5/22/20,747,33,9,5
San Joaquin,5/23/20,759,33,10,5
San Joaquin,5/24/20,760,33,11,6
San Joaquin,5/25/20,760,33,12,6
San Joaquin,5/26/20,760,33,14,6
San Joaquin,5/27/20,825,34,14,7
San Joaquin,5/28/20,840,35,15,5
San Joaquin,5/29/20,855,35,17,5
San Joaquin,5/30/20,888,35,19,6
San Luis Obispo,4/1/20,69,0,8,5
San Luis Obispo,4/2/20,79,0,5,4
San Luis Obispo,4/3/20,82,0,4,3
San Luis Obispo,4/4/20,82,0,4,3
San Luis Obispo,4/5/20,83,1,2,2
San Luis Obispo,4/6/20,85,1,2,2
San Luis Obispo,4/7/20,87,1,2,2
San Luis Obispo,4/8/20,90,1,2,2
San Luis Obispo,4/9/20,93,1,2,2
San Luis Obispo,4/10/20,97,1,2,2
San Luis Obispo,4/11/20,100,1,2,2
San Luis Obispo,4/12/20,102,1,2,2
San Luis Obispo,4/13/20,107,1,2,2
San Luis Obispo,4/14/20,109,1,3,2
San Luis Obispo,4/15/20,112,1,2,2
San Luis Obispo,4/16/20,113,1,3,3
San Luis Obispo,4/17/20,116,1,3,3
San Luis Obispo,4/18/20,129,1,3,3
San Luis Obispo,4/19/20,132,1,2,2
San Luis Obispo,4/20/20,132,1,2,2
San Luis Obispo,4/21/20,134,1,1,1
San Luis Obispo,4/22/20,142,1,1,1
San Luis Obispo,4/23/20,146,1,1,1
San Luis Obispo,4/24/20,151,1,1,1
San Luis Obispo,4/25/20,159,1,1,1
San Luis Obispo,4/26/20,165,1,1,1
San Luis Obispo,4/27/20,166,1,3,2
San Luis Obispo,4/28/20,172,1,3,3
San Luis Obispo,4/29/20,181,1,3,3
San Luis Obispo,4/30/20,182,1,3,3
San Luis Obispo,5/1/20,186,1,3,1
San Luis Obispo,5/2/20,193,1,3,1
San Luis Obispo,5/3/20,200,1,4,1
San Luis Obispo,5/4/20,202,1,3,2
San Luis Obispo,5/5/20,203,1,3,2
San Luis Obispo,5/6/20,207,1,2,2
San Luis Obispo,5/7/20,209,1,2,2
San Luis Obispo,5/8/20,210,1,1,1
San Luis Obispo,5/9/20,213,1,3,3
San Luis Obispo,5/10/20,218,1,3,2
San Luis Obispo,5/11/20,224,1,3,2
San Luis Obispo,5/12/20,226,1,4,2
San Luis Obispo,5/13/20,231,1,3,2
San Luis Obispo,5/14/20,236,1,2,1
San Luis Obispo,5/15/20,237,1,1,1
San Luis Obispo,5/16/20,240,1,1,1
San Luis Obispo,5/17/20,242,1,1,1
San Luis Obispo,5/18/20,243,1,1,1
San Luis Obispo,5/19/20,245,1,2,1
San Luis Obispo,5/20/20,249,1,2,1
San Luis Obispo,5/21/20,251,1,2,1
San Luis Obispo,5/22/20,254,1,2,1
San Luis Obispo,5/23/20,256,1,2,1
San Luis Obispo,5/24/20,257,1,2,1
San Luis Obispo,5/25/20,260,1,2,1
San Luis Obispo,5/26/20,260,1,2,1
San Luis Obispo,5/27/20,266,1,2,2
San Luis Obispo,5/28/20,267,1,2,2
San Luis Obispo,5/29/20,270,1,3,3
San Luis Obispo,5/30/20,270,1,3,3
San Mateo,4/1/20,354,13,57,19
San Mateo,4/2/20,423,13,62,26
San Mateo,4/3/20,474,13,65,26
San Mateo,4/4/20,520,17,66,25
San Mateo,4/5/20,528,19,69,24
San Mateo,4/6/20,569,20,68,25
San Mateo,4/7/20,573,22,63,26
San Mateo,4/8/20,608,22,66,25
San Mateo,4/9/20,630,23,58,18
San Mateo,4/10/20,642,21,56,18
San Mateo,4/11/20,662,25,54,18
San Mateo,4/12/20,664,25,46,16
San Mateo,4/13/20,679,25,57,18
San Mateo,4/14/20,681,25,55,19
San Mateo,4/15/20,707,25,53,14
San Mateo,4/16/20,745,25,54,13
San Mateo,4/17/20,768,28,51,16
San Mateo,4/18/20,821,28,49,16
San Mateo,4/19/20,845,31,53,18
San Mateo,4/20/20,890,31,56,18
San Mateo,4/21/20,933,31,53,19
San Mateo,4/22/20,945,39,50,15
San Mateo,4/23/20,970,39,53,16
San Mateo,4/24/20,1004,43,49,16
San Mateo,4/25/20,1054,43,47,15
San Mateo,4/26/20,1070,46,53,18
San Mateo,4/27/20,1092,46,52,16
San Mateo,4/28/20,1129,48,50,17
San Mateo,4/29/20,1170,50,51,16
San Mateo,4/30/20,1194,52,53,16
San Mateo,5/1/20,1222,52,48,15
San Mateo,5/2/20,1272,52,48,16
San Mateo,5/3/20,1277,53,47,16
San Mateo,5/4/20,1313,53,45,13
San Mateo,5/5/20,1335,56,44,13
San Mateo,5/6/20,1348,56,43,12
San Mateo,5/7/20,1398,57,37,11
San Mateo,5/8/20,1423,62,33,11
San Mateo,5/9/20,1453,65,32,12
San Mateo,5/10/20,1463,65,29,12
San Mateo,5/11/20,1499,65,31,11
San Mateo,5/12/20,1533,66,30,14
San Mateo,5/13/20,1550,66,34,17
San Mateo,5/14/20,1588,66,32,12
San Mateo,5/15/20,1612,67,30,10
San Mateo,5/16/20,1652,68,31,9
San Mateo,5/17/20,1680,68,32,9
San Mateo,5/18/20,1701,68,41,10
San Mateo,5/19/20,1704,75,41,10
San Mateo,5/20/20,1739,75,37,11
San Mateo,5/21/20,1791,75,37,10
San Mateo,5/22/20,1847,76,40,14
San Mateo,5/23/20,1862,76,39,16
San Mateo,5/24/20,1925,76,39,16
San Mateo,5/25/20,1938,76,44,15
San Mateo,5/26/20,1967,82,45,16
San Mateo,5/27/20,2045,82,33,16
San Mateo,5/28/20,2070,82,39,17
San Mateo,5/29/20,2103,84,37,14
San Mateo,5/30/20,2129,84,44,13
Santa Barbara,4/1/20,103,0,23,15
Santa Barbara,4/2/20,125,1,26,18
Santa Barbara,4/3/20,154,1,27,18
Santa Barbara,4/4/20,167,1,28,18
Santa Barbara,4/5/20,171,1,31,18
Santa Barbara,4/6/20,189,2,34,19
Santa Barbara,4/7/20,209,2,41,23
Santa Barbara,4/8/20,221,2,42,19
Santa Barbara,4/9/20,232,2,40,20
Santa Barbara,4/10/20,254,2,42,19
Santa Barbara,4/11/20,258,2,40,21
Santa Barbara,4/12/20,261,2,42,21
Santa Barbara,4/13/20,271,2,42,21
Santa Barbara,4/14/20,292,2,42,19
Santa Barbara,4/15/20,317,2,37,17
Santa Barbara,4/16/20,331,2,37,16
Santa Barbara,4/17/20,349,3,36,16
Santa Barbara,4/18/20,372,4,31,15
Santa Barbara,4/19/20,377,4,29,16
Santa Barbara,4/20/20,388,4,30,20
Santa Barbara,4/21/20,414,5,26,13
Santa Barbara,4/22/20,437,5,25,13
Santa Barbara,4/23/20,445,5,24,13
Santa Barbara,4/24/20,450,6,21,12
Santa Barbara,4/25/20,457,7,23,16
Santa Barbara,4/26/20,464,7,24,12
Santa Barbara,4/27/20,466,7,26,12
Santa Barbara,4/28/20,469,7,27,12
Santa Barbara,4/29/20,477,8,28,12
Santa Barbara,4/30/20,490,8,26,13
Santa Barbara,5/1/20,499,8,28,13
Santa Barbara,5/2/20,506,8,25,13
Santa Barbara,5/3/20,512,8,28,14
Santa Barbara,5/4/20,524,9,29,15
Santa Barbara,5/5/20,541,10,31,13
Santa Barbara,5/6/20,565,11,30,13
Santa Barbara,5/7/20,720,11,27,11
Santa Barbara,5/8/20,1054,11,32,11
Santa Barbara,5/9/20,1245,11,28,11
Santa Barbara,5/10/20,1323,11,26,11
Santa Barbara,5/11/20,1372,11,22,9
Santa Barbara,5/12/20,1377,11,24,9
Santa Barbara,5/13/20,1382,11,26,9
Santa Barbara,5/14/20,1395,11,26,10
Santa Barbara,5/15/20,1409,11,26,12
Santa Barbara,5/16/20,1422,11,27,12
Santa Barbara,5/17/20,1457,11,25,12
Santa Barbara,5/18/20,1501,11,25,11
Santa Barbara,5/19/20,1521,11,23,11
Santa Barbara,5/20/20,1524,11,23,11
Santa Barbara,5/21/20,1541,11,24,9
Santa Barbara,5/22/20,1554,12,20,7
Santa Barbara,5/23/20,1566,12,21,8
Santa Barbara,5/24/20,1573,12,21,8
Santa Barbara,5/25/20,1590,12,19,8
Santa Barbara,5/26/20,1590,12,18,8
Santa Barbara,5/27/20,1629,12,22,9
Santa Barbara,5/28/20,1642,12,19,9
Santa Barbara,5/29/20,1656,12,16,8
Santa Barbara,5/30/20,1660,12,18,7
Santa Clara,4/1/20,805,33,160,77
Santa Clara,4/2/20,908,38,163,69
Santa Clara,4/3/20,983,39,164,71
Santa Clara,4/4/20,1045,39,159,72
Santa Clara,4/5/20,1052,42,166,68
Santa Clara,4/6/20,1128,43,181,79
Santa Clara,4/7/20,1193,46,187,77
Santa Clara,4/8/20,1257,47,156,70
Santa Clara,4/9/20,1301,49,158,70
Santa Clara,4/10/20,1351,52,151,67
Santa Clara,4/11/20,1441,52,146,66
Santa Clara,4/12/20,1461,53,145,66
Santa Clara,4/13/20,1542,60,151,65
Santa Clara,4/14/20,1561,66,144,66
Santa Clara,4/15/20,1692,66,144,65
Santa Clara,4/16/20,1789,69,134,69
Santa Clara,4/17/20,1834,73,140,71
Santa Clara,4/18/20,1862,73,137,67
Santa Clara,4/19/20,1878,79,143,67
Santa Clara,4/20/20,1920,83,149,68
Santa Clara,4/21/20,1943,88,144,70
Santa Clara,4/22/20,1969,94,137,68
Santa Clara,4/23/20,1996,95,137,67
Santa Clara,4/24/20,2026,98,129,60
Santa Clara,4/25/20,2045,99,125,62
Santa Clara,4/26/20,2097,102,118,60
Santa Clara,4/27/20,2104,105,115,56
Santa Clara,4/28/20,2130,106,116,51
Santa Clara,4/29/20,2147,108,110,46
Santa Clara,4/30/20,2172,111,104,45
Santa Clara,5/1/20,2176,113,97,38
Santa Clara,5/2/20,2203,115,95,40
Santa Clara,5/3/20,2235,116,93,40
Santa Clara,5/4/20,2238,119,90,37
Santa Clara,5/5/20,2249,123,79,36
Santa Clara,5/6/20,2270,126,73,36
Santa Clara,5/7/20,2281,127,70,32
Santa Clara,5/8/20,2285,130,69,29
Santa Clara,5/9/20,2317,130,66,28
Santa Clara,5/10/20,2331,130,66,28
Santa Clara,5/11/20,2340,133,59,27
Santa Clara,5/12/20,2362,133,55,24
Santa Clara,5/13/20,2370,135,58,22
Santa Clara,5/14/20,2380,135,51,21
Santa Clara,5/15/20,2395,136,48,23
Santa Clara,5/16/20,2420,136,51,22
Santa Clara,5/17/20,2453,136,44,19
Santa Clara,5/18/20,2468,136,46,17
Santa Clara,5/19/20,2480,139,43,16
Santa Clara,5/20/20,2508,139,40,16
Santa Clara,5/21/20,2520,139,39,16
Santa Clara,5/22/20,2537,139,36,18
Santa Clara,5/23/20,2593,139,37,18
Santa Clara,5/24/20,2623,139,35,16
Santa Clara,5/25/20,2647,140,32,14
Santa Clara,5/26/20,2659,140,33,14
Santa Clara,5/27/20,2680,141,28,12
Santa Clara,5/28/20,2698,141,26,13
Santa Clara,5/29/20,2707,141,26,13
Santa Clara,5/30/20,2741,141,29,11
Santa Cruz,4/1/20,44,1,2,2
Santa Cruz,4/2/20,49,1,4,3
Santa Cruz,4/3/20,52,1,4,3
Santa Cruz,4/4/20,56,1,4,3
Santa Cruz,4/5/20,59,1,5,4
Santa Cruz,4/6/20,65,1,5,4
Santa Cruz,4/7/20,67,1,4,4
Santa Cruz,4/8/20,69,1,4,3
Santa Cruz,4/9/20,73,1,4,2
Santa Cruz,4/10/20,75,1,4,3
Santa Cruz,4/11/20,79,1,4,3
Santa Cruz,4/12/20,80,1,4,3
Santa Cruz,4/13/20,82,1,4,3
Santa Cruz,4/14/20,84,1,4,3
Santa Cruz,4/15/20,92,1,4,3
Santa Cruz,4/16/20,90,2,4,3
Santa Cruz,4/17/20,94,2,2,1
Santa Cruz,4/18/20,96,2,2,1
Santa Cruz,4/19/20,98,2,2,1
Santa Cruz,4/20/20,102,2,3,1
Santa Cruz,4/21/20,104,2,3,1
Santa Cruz,4/22/20,106,2,3,1
Santa Cruz,4/23/20,110,2,3,1
Santa Cruz,4/24/20,111,2,4,2
Santa Cruz,4/25/20,112,2,4,2
Santa Cruz,4/26/20,116,2,4,2
Santa Cruz,4/27/20,123,2,2,1
Santa Cruz,4/28/20,123,2,2,1
Santa Cruz,4/29/20,124,2,2,1
Santa Cruz,4/30/20,126,2,3,2
Santa Cruz,5/1/20,127,2,3,2
Santa Cruz,5/2/20,131,2,3,1
Santa Cruz,5/3/20,133,2,3,1
Santa Cruz,5/4/20,133,2,3,0
Santa Cruz,5/5/20,134,2,2,0
Santa Cruz,5/6/20,135,2,2,0
Santa Cruz,5/7/20,136,2,3,0
Santa Cruz,5/8/20,137,2,4,0
Santa Cruz,5/9/20,138,2,3,0
Santa Cruz,5/10/20,139,2,3,0
Santa Cruz,5/11/20,140,2,1,0
Santa Cruz,5/12/20,141,2,1,0
Santa Cruz,5/13/20,142,2,1,0
Santa Cruz,5/14/20,145,2,1,0
Santa Cruz,5/15/20,146,3,1,0
Santa Cruz,5/16/20,154,3,1,0
Santa Cruz,5/17/20,155,3,1,0
Santa Cruz,5/18/20,160,3,2,0
Santa Cruz,5/19/20,161,3,1,0
Santa Cruz,5/20/20,163,3,3,0
Santa Cruz,5/21/20,164,3,4,1
Santa Cruz,5/22/20,171,3,4,1
Santa Cruz,5/23/20,177,3,4,1
Santa Cruz,5/24/20,185,3,4,1
Santa Cruz,5/25/20,191,3,4,1
Santa Cruz,5/26/20,197,3,4,1
Santa Cruz,5/27/20,202,3,3,1
Santa Cruz,5/28/20,201,3,3,1
Santa Cruz,5/29/20,203,3,3,1
Santa Cruz,5/30/20,206,3,3,1
Shasta,4/1/20,5,1,1,0
Shasta,4/2/20,7,1,2,1
Shasta,4/3/20,10,1,2,1
Shasta,4/4/20,11,2,2,4
Shasta,4/5/20,11,2,8,4
Shasta,4/6/20,16,3,6,2
Shasta,4/7/20,16,3,5,2
Shasta,4/8/20,18,3,4,2
Shasta,4/9/20,22,3,5,2
Shasta,4/10/20,24,3,5,2
Shasta,4/11/20,24,3,5,2
Shasta,4/12/20,24,3,4,2
Shasta,4/13/20,24,3,3,2
Shasta,4/14/20,24,3,1,1
Shasta,4/15/20,25,3,1,1
Shasta,4/16/20,25,3,1,1
Shasta,4/17/20,26,3,1,1
Shasta,4/18/20,26,3,1,1
Shasta,4/19/20,26,3,1,1
Shasta,4/20/20,26,3,1,1
Shasta,4/21/20,26,3,1,1
Shasta,4/22/20,26,3,1,1
Shasta,4/23/20,27,3,1,1
Shasta,4/24/20,28,4,1,1
Shasta,4/25/20,29,4,1,1
Shasta,4/26/20,29,4,1,1
Shasta,4/27/20,29,4,1,1
Shasta,4/28/20,29,4,2,2
Shasta,4/29/20,31,4,2,2
Shasta,4/30/20,31,4,2,2
Shasta,5/1/20,31,4,1,1
Shasta,5/2/20,31,4,0,0
Shasta,5/3/20,31,4,0,0
Shasta,5/4/20,31,4,0,0
Shasta,5/5/20,31,4,0,0
Shasta,5/6/20,31,4,0,0
Shasta,5/7/20,31,4,0,0
Shasta,5/8/20,31,4,0,0
Shasta,5/9/20,31,4,0,0
Shasta,5/10/20,31,4,0,1
Shasta,5/11/20,31,4,0,0
Shasta,5/12/20,33,4,0,0
Shasta,5/13/20,32,4,0,0
Shasta,5/14/20,33,4,0,0
Shasta,5/15/20,33,4,0,0
Shasta,5/16/20,33,4,0,0
Shasta,5/17/20,34,4,0,1
Shasta,5/18/20,34,4,0,0
Shasta,5/19/20,34,4,0,0
Shasta,5/20/20,34,4,0,0
Shasta,5/21/20,34,4,0,0
Shasta,5/22/20,34,4,0,0
Shasta,5/23/20,35,4,0,0
Shasta,5/24/20,36,4,0,0
Shasta,5/25/20,36,4,0,0
Shasta,5/26/20,36,4,1,0
Shasta,5/27/20,36,4,0,0
Shasta,5/28/20,36,4,0,0
Shasta,5/29/20,36,4,0,0
Shasta,5/30/20,36,4,1,1
Sierra,4/1/20,0,0,,
Sierra,4/2/20,0,0,,
Sierra,4/3/20,0,0,,
Sierra,4/4/20,0,0,,
Sierra,4/5/20,0,0,,
Sierra,4/6/20,0,0,,
Sierra,4/7/20,0,0,,
Sierra,4/8/20,0,0,,
Sierra,4/9/20,0,0,0,0
Sierra,4/10/20,0,0,0,0
Sierra,4/11/20,0,0,0,0
Sierra,4/12/20,0,0,0,0
Sierra,4/13/20,0,0,0,0
Sierra,4/14/20,0,0,0,0
Sierra,4/15/20,0,0,0,0
Sierra,4/16/20,0,0,0,0
Sierra,4/17/20,0,0,0,0
Sierra,4/18/20,0,0,0,0
Sierra,4/19/20,0,0,0,0
Sierra,4/20/20,0,0,0,0
Sierra,4/21/20,0,0,0,0
Sierra,4/22/20,0,0,0,0
Sierra,4/23/20,0,0,0,0
Sierra,4/24/20,0,0,0,0
Sierra,4/25/20,0,0,0,0
Sierra,4/26/20,0,0,0,0
Sierra,4/27/20,0,0,0,0
Sierra,4/28/20,0,0,0,0
Sierra,4/29/20,0,0,0,0
Sierra,4/30/20,0,0,0,0
Sierra,5/1/20,0,0,0,0
Sierra,5/2/20,0,0,0,0
Sierra,5/3/20,0,0,0,0
Sierra,5/4/20,0,0,0,0
Sierra,5/5/20,0,0,0,0
Sierra,5/6/20,0,0,0,0
Sierra,5/7/20,0,0,0,0
Sierra,5/8/20,0,0,0,0
Sierra,5/9/20,0,0,0,0
Sierra,5/10/20,0,0,0,0
Sierra,5/11/20,0,0,0,0
Sierra,5/12/20,0,0,0,0
Sierra,5/13/20,0,0,0,0
Sierra,5/14/20,0,0,0,0
Sierra,5/15/20,0,0,0,0
Sierra,5/16/20,0,0,0,0
Sierra,5/17/20,0,0,0,0
Sierra,5/18/20,0,0,0,0
Sierra,5/19/20,0,0,0,0
Sierra,5/20/20,0,0,0,0
Sierra,5/21/20,0,0,0,0
Sierra,5/22/20,0,0,0,0
Sierra,5/23/20,1,0,0,0
Sierra,5/24/20,1,0,0,0
Sierra,5/25/20,1,0,0,0
Sierra,5/26/20,1,0,0,0
Sierra,5/27/20,1,0,0,0
Sierra,5/28/20,1,0,0,0
Sierra,5/29/20,1,0,0,0
Sierra,5/30/20,1,0,0,0
Siskiyou,4/1/20,3,0,0,0
Siskiyou,4/2/20,3,0,0,0
Siskiyou,4/3/20,3,0,0,0
Siskiyou,4/4/20,3,0,0,0
Siskiyou,4/5/20,3,0,0,0
Siskiyou,4/6/20,4,0,0,0
Siskiyou,4/7/20,4,0,0,0
Siskiyou,4/8/20,4,0,0,0
Siskiyou,4/9/20,4,0,0,0
Siskiyou,4/10/20,5,0,0,0
Siskiyou,4/11/20,5,0,0,0
Siskiyou,4/12/20,5,0,0,0
Siskiyou,4/13/20,5,0,0,0
Siskiyou,4/14/20,5,0,0,0
Siskiyou,4/15/20,5,0,2,0
Siskiyou,4/16/20,5,0,0,0
Siskiyou,4/17/20,5,0,0,0
Siskiyou,4/18/20,5,0,0,0
Siskiyou,4/19/20,5,0,0,0
Siskiyou,4/20/20,5,0,0,0
Siskiyou,4/21/20,5,0,0,0
Siskiyou,4/22/20,5,0,0,0
Siskiyou,4/23/20,5,0,0,0
Siskiyou,4/24/20,5,0,0,0
